name,arm,distance,condition,layer,rank,token
Elias,inferred,1,control,24,18, tenacious
Elias,inferred,1,control,24,19, cautious
Elias,inferred,1,control,24,20, dependability
Elias,inferred,1,control,25,1, selfless
Elias,inferred,1,control,25,2, hardworking
Elias,inferred,1,control,25,3, loyal
Elias,inferred,1,control,25,4, trustworthy
Elias,inferred,1,control,25,5, dependable
Elias,inferred,1,control,25,6, cautious
Elias,inferred,1,control,25,7, steadfast
Elias,inferred,1,control,25,8, stubborn
Elias,inferred,1,control,25,9, unwavering
Elias,inferred,1,control,25,10, industrious
Elias,inferred,1,control,25,11, someone
Elias,inferred,1,control,25,12, diligent
Elias,inferred,1,control,25,13, loyalty
Elias,inferred,1,control,25,14, portrayed
Elias,inferred,1,control,25,15, described
Elias,inferred,1,control,25,16, tenacious
Elias,inferred,1,control,25,17, reliable
Elias,inferred,1,control,25,18, courageous
Elias,inferred,1,control,25,19, thoughtful
Elias,inferred,1,control,25,20, resourceful
Elias,inferred,1,control,26,1, selfless
Elias,inferred,1,control,26,2, loyal
Elias,inferred,1,control,26,3, hardworking
Elias,inferred,1,control,26,4, trustworthy
Elias,inferred,1,control,26,5, dependable
Elias,inferred,1,control,26,6, cautious
Elias,inferred,1,control,26,7, industrious
Elias,inferred,1,control,26,8, reliable
Elias,inferred,1,control,26,9, described
Elias,inferred,1,control,26,10, stubborn
Elias,inferred,1,control,26,11, steadfast
Elias,inferred,1,control,26,12, diligent
Elias,inferred,1,control,26,13, portrayed
Elias,inferred,1,control,26,14, loyalty
Elias,inferred,1,control,26,15, courageous
Elias,inferred,1,control,26,16, unwavering
Elias,inferred,1,control,26,17, tenacious
Elias,inferred,1,control,26,18, thoughtful
Elias,inferred,1,control,26,19, someone
Elias,inferred,1,control,26,20, resourceful
Elias,inferred,2,baseline,13,1,"\""."
Elias,inferred,2,baseline,13,2,".\"""
Elias,inferred,2,baseline,13,3,"..."","
Elias,inferred,2,baseline,13,4,}...
Elias,inferred,2,baseline,13,5,...\
Elias,inferred,2,baseline,13,6,}.
Elias,inferred,2,baseline,13,7,"..."""
Elias,inferred,2,baseline,13,8,</h1>
Elias,inferred,2,baseline,13,9,!...
Elias,inferred,2,baseline,13,10,\...
Elias,inferred,2,baseline,13,11,"...',"
Elias,inferred,2,baseline,13,12,"!""."
Elias,inferred,2,baseline,13,13,</strong>
Elias,inferred,2,baseline,13,14,"..."";"
Elias,inferred,2,baseline,13,15,...</
Elias,inferred,2,baseline,13,16, \...
Elias,inferred,2,baseline,13,17,"...."""
Elias,inferred,2,baseline,13,18,...'
Elias,inferred,2,baseline,13,19,...
Elias,inferred,2,baseline,13,20,...?
Elias,inferred,2,baseline,14,1,...\
Elias,inferred,2,baseline,14,2,</h1>
Elias,inferred,2,baseline,14,3,...</
Elias,inferred,2,baseline,14,4,"\""."
Elias,inferred,2,baseline,14,5,}...
Elias,inferred,2,baseline,14,6,</strong>
Elias,inferred,2,baseline,14,7,".\"""
Elias,inferred,2,baseline,14,8,}.
Elias,inferred,2,baseline,14,9,.}\
Elias,inferred,2,baseline,14,10,"..."","
Elias,inferred,2,baseline,14,11,"...',"
Elias,inferred,2,baseline,14,12,\...
Elias,inferred,2,baseline,14,13,.}
Elias,inferred,2,baseline,14,14,?}
Elias,inferred,2,baseline,14,15,}\
Elias,inferred,2,baseline,14,16,...?
Elias,inferred,2,baseline,14,17,</h2>
Elias,inferred,2,baseline,14,18,!...
Elias,inferred,2,baseline,14,19,"..."""
Elias,inferred,2,baseline,14,20, \...
Elias,inferred,2,baseline,15,1,...?
Elias,inferred,2,baseline,15,2,}.
Elias,inferred,2,baseline,15,3,...\
Elias,inferred,2,baseline,15,4,...
Elias,inferred,2,baseline,15,5,"\""."
Elias,inferred,2,baseline,15,6,!...
Elias,inferred,2,baseline,15,7,}...
Elias,inferred,2,baseline,15,8,....
Elias,inferred,2,baseline,15,9,.....
Elias,inferred,2,baseline,15,10,...).
Elias,inferred,2,baseline,15,11,?}
Elias,inferred,2,baseline,15,12,".\"""
Elias,inferred,2,baseline,15,13,\...
Elias,inferred,2,baseline,15,14,?\
Elias,inferred,2,baseline,15,15,...</
Elias,inferred,2,baseline,15,16,",..."
Elias,inferred,2,baseline,15,17,!\
Elias,inferred,2,baseline,15,18,</h1>
Elias,inferred,2,baseline,15,19, believed
Elias,inferred,2,baseline,15,20,"..."","
Elias,inferred,2,baseline,16,1,...\
Elias,inferred,2,baseline,16,2,...?
Elias,inferred,2,baseline,16,3, likely
Elias,inferred,2,baseline,16,4,...
Elias,inferred,2,baseline,16,5,"\""."
Elias,inferred,2,baseline,16,6,.....
Elias,inferred,2,baseline,16,7,...).
Elias,inferred,2,baseline,16,8,....
Elias,inferred,2,baseline,16,9,}.
Elias,inferred,2,baseline,16,10,?\
Elias,inferred,2,baseline,16,11,!...
Elias,inferred,2,baseline,16,12,\...
Elias,inferred,2,baseline,16,13,.**
Elias,inferred,2,baseline,16,14,**.
Elias,inferred,2,baseline,16,15, because
Elias,inferred,2,baseline,16,16,!\
Elias,inferred,2,baseline,16,17,}...
Elias,inferred,2,baseline,16,18,".\"""
Elias,inferred,2,baseline,16,19,",..."
Elias,inferred,2,baseline,16,20, believed
Elias,inferred,2,baseline,17,1, likely
Elias,inferred,2,baseline,17,2, because
Elias,inferred,2,baseline,17,3, probably
Elias,inferred,2,baseline,17,4, believed
Elias,inferred,2,baseline,17,5, presumably
Elias,inferred,2,baseline,17,6, apparently
Elias,inferred,2,baseline,17,7, evidently
Elias,inferred,2,baseline,17,8,...
Elias,inferred,2,baseline,17,9, characterized
Elias,inferred,2,baseline,17,10, indeed
Elias,inferred,2,baseline,17,11, possibly
Elias,inferred,2,baseline,17,12, something
Elias,inferred,2,baseline,17,13,...?
Elias,inferred,2,baseline,17,14, arguably
Elias,inferred,2,baseline,17,15, literal
Elias,inferred,2,baseline,17,16, mindset
Elias,inferred,2,baseline,17,17, seemingly
Elias,inferred,2,baseline,17,18, someone
Elias,inferred,2,baseline,17,19, basically
Elias,inferred,2,baseline,17,20, why
Elias,inferred,2,baseline,18,1, likely
Elias,inferred,2,baseline,18,2, probably
Elias,inferred,2,baseline,18,3, because
Elias,inferred,2,baseline,18,4, believed
Elias,inferred,2,baseline,18,5, believable
Elias,inferred,2,baseline,18,6, arguably
Elias,inferred,2,baseline,18,7, possibly
Elias,inferred,2,baseline,18,8, someone
Elias,inferred,2,baseline,18,9, characterized
Elias,inferred,2,baseline,18,10, presumably
Elias,inferred,2,baseline,18,11, quiet
Elias,inferred,2,baseline,18,12, unlikely
Elias,inferred,2,baseline,18,13, evidently
Elias,inferred,2,baseline,18,14, potentially
Elias,inferred,2,baseline,18,15, humility
Elias,inferred,2,baseline,18,16, mindset
Elias,inferred,2,baseline,18,17, probable
Elias,inferred,2,baseline,18,18,likely
Elias,inferred,2,baseline,18,19, something
Elias,inferred,2,baseline,18,20, perhaps
Elias,inferred,2,baseline,19,1, likely
Elias,inferred,2,baseline,19,2, his
Elias,inferred,2,baseline,19,3, probably
Elias,inferred,2,baseline,19,4, someone
Elias,inferred,2,baseline,19,5, characterized
Elias,inferred,2,baseline,19,6, believable
Elias,inferred,2,baseline,19,7, arguably
Elias,inferred,2,baseline,19,8, unlikely
Elias,inferred,2,baseline,19,9, believed
Elias,inferred,2,baseline,19,10, mindset
Elias,inferred,2,baseline,19,11, portrayed
Elias,inferred,2,baseline,19,12, himself
Elias,inferred,2,baseline,19,13, pragmatic
Elias,inferred,2,baseline,19,14, hardworking
Elias,inferred,2,baseline,19,15, quiet
Elias,inferred,2,baseline,19,16, idealistic
Elias,inferred,2,baseline,19,17, minimalistic
Elias,inferred,2,baseline,19,18, possibly
Elias,inferred,2,baseline,19,19, humble
Elias,inferred,2,baseline,19,20, humility
Elias,inferred,2,baseline,20,1, quiet
Elias,inferred,2,baseline,20,2, likely
Elias,inferred,2,baseline,20,3, someone
Elias,inferred,2,baseline,20,4, hardworking
Elias,inferred,2,baseline,20,5, probably
Elias,inferred,2,baseline,20,6, characterized
Elias,inferred,2,baseline,20,7, unassuming
Elias,inferred,2,baseline,20,8, believable
Elias,inferred,2,baseline,20,9, humble
Elias,inferred,2,baseline,20,10, selfless
Elias,inferred,2,baseline,20,11, pragmatic
Elias,inferred,2,baseline,20,12, minimalistic
Elias,inferred,2,baseline,20,13, thoughtful
Elias,inferred,2,baseline,20,14, unlikely
Elias,inferred,2,baseline,20,15, trustworthy
Elias,inferred,2,baseline,20,16, quietly
Elias,inferred,2,baseline,20,17, portrayed
Elias,inferred,2,baseline,20,18, knowledgeable
Elias,inferred,2,baseline,20,19, dependable
Elias,inferred,2,baseline,20,20, humility
Elias,inferred,2,baseline,21,1, someone
Elias,inferred,2,baseline,21,2, quiet
Elias,inferred,2,baseline,21,3, probably
Elias,inferred,2,baseline,21,4, likely
Elias,inferred,2,baseline,21,5, selfless
Elias,inferred,2,baseline,21,6, hardworking
Elias,inferred,2,baseline,21,7, unassuming
Elias,inferred,2,baseline,21,8, dependable
Elias,inferred,2,baseline,21,9, trustworthy
Elias,inferred,2,baseline,21,10, quietly
Elias,inferred,2,baseline,21,11, humble
Elias,inferred,2,baseline,21,12, somebody
Elias,inferred,2,baseline,21,13, believable
Elias,inferred,2,baseline,21,14, evidently
Elias,inferred,2,baseline,21,15, characterized
Elias,inferred,2,baseline,21,16, humility
Elias,inferred,2,baseline,21,17, thoughtful
Elias,inferred,2,baseline,21,18, pragmatic
Elias,inferred,2,baseline,21,19, presumably
Elias,inferred,2,baseline,21,20, straightforward
Elias,inferred,2,baseline,22,1, likely
Elias,inferred,2,baseline,22,2, probably
Elias,inferred,2,baseline,22,3, hardworking
Elias,inferred,2,baseline,22,4, selfless
Elias,inferred,2,baseline,22,5, quiet
Elias,inferred,2,baseline,22,6, evidently
Elias,inferred,2,baseline,22,7, unassuming
Elias,inferred,2,baseline,22,8, dependable
Elias,inferred,2,baseline,22,9, quietly
Elias,inferred,2,baseline,22,10, trustworthy
Elias,inferred,2,baseline,22,11, presumably
Elias,inferred,2,baseline,22,12, humble
Elias,inferred,2,baseline,22,13, characterized
Elias,inferred,2,baseline,22,14, pragmatic
Elias,inferred,2,baseline,22,15, industrious
Elias,inferred,2,baseline,22,16, someone
Elias,inferred,2,baseline,22,17, thoughtful
Elias,inferred,2,baseline,22,18, arguably
Elias,inferred,2,baseline,22,19, loyal
Elias,inferred,2,baseline,22,20, believable
Elias,inferred,2,baseline,23,1, likely
Elias,inferred,2,baseline,23,2, described
Elias,inferred,2,baseline,23,3, probably
Elias,inferred,2,baseline,23,4, hardworking
Elias,inferred,2,baseline,23,5, characterized
Elias,inferred,2,baseline,23,6, quiet
Elias,inferred,2,baseline,23,7, selfless
Elias,inferred,2,baseline,23,8, evidently
Elias,inferred,2,baseline,23,9, trustworthy
Elias,inferred,2,baseline,23,10, unlikely
Elias,inferred,2,baseline,23,11, unassuming
Elias,inferred,2,baseline,23,12, portrayed
Elias,inferred,2,baseline,23,13, industrious
Elias,inferred,2,baseline,23,14, pragmatic
Elias,inferred,2,baseline,23,15, quietly
Elias,inferred,2,baseline,23,16, arguably
Elias,inferred,2,baseline,23,17, dependable
Elias,inferred,2,baseline,23,18, stubborn
Elias,inferred,2,baseline,23,19, someone
Elias,inferred,2,baseline,23,20, presumably
Elias,inferred,2,baseline,24,1, hardworking
Elias,inferred,2,baseline,24,2, described
Elias,inferred,2,baseline,24,3, selfless
Elias,inferred,2,baseline,24,4, likely
Elias,inferred,2,baseline,24,5, trustworthy
Elias,inferred,2,baseline,24,6, dependable
Elias,inferred,2,baseline,24,7, probably
Elias,inferred,2,baseline,24,8, reliable
Elias,inferred,2,baseline,24,9, loyal
Elias,inferred,2,baseline,24,10, characterized
Elias,inferred,2,baseline,24,11, industrious
Elias,inferred,2,baseline,24,12, portrayed
Elias,inferred,2,baseline,24,13, pragmatic
Elias,inferred,2,baseline,24,14, quiet
Elias,inferred,2,baseline,24,15, believable
Elias,inferred,2,baseline,24,16, steadfast
Elias,inferred,2,baseline,24,17, unwavering
Elias,inferred,2,baseline,24,18, unlikely
Elias,inferred,2,baseline,24,19, dependability
Elias,inferred,2,baseline,24,20, diligent
Elias,inferred,2,baseline,25,1, hardworking
Elias,inferred,2,baseline,25,2, likely
Elias,inferred,2,baseline,25,3, selfless
Elias,inferred,2,baseline,25,4, described
Elias,inferred,2,baseline,25,5, trustworthy
Elias,inferred,2,baseline,25,6, dependable
Elias,inferred,2,baseline,25,7, probably
Elias,inferred,2,baseline,25,8, industrious
Elias,inferred,2,baseline,25,9, cautious
Elias,inferred,2,baseline,25,10, loyal
Elias,inferred,2,baseline,25,11, reliable
Elias,inferred,2,baseline,25,12, someone
Elias,inferred,2,baseline,25,13, portrayed
Elias,inferred,2,baseline,25,14, characterized
Elias,inferred,2,baseline,25,15, diligent
Elias,inferred,2,baseline,25,16, quiet
Elias,inferred,2,baseline,25,17, steadfast
Elias,inferred,2,baseline,25,18, thoughtful
Elias,inferred,2,baseline,25,19, stubborn
Elias,inferred,2,baseline,25,20, pragmatic
Elias,inferred,2,baseline,26,1, likely
Elias,inferred,2,baseline,26,2, hardworking
Elias,inferred,2,baseline,26,3, probably
Elias,inferred,2,baseline,26,4, trustworthy
Elias,inferred,2,baseline,26,5, dependable
Elias,inferred,2,baseline,26,6, described
Elias,inferred,2,baseline,26,7, selfless
Elias,inferred,2,baseline,26,8, loyal
Elias,inferred,2,baseline,26,9, cautious
Elias,inferred,2,baseline,26,10, reliable
Elias,inferred,2,baseline,26,11, industrious
Elias,inferred,2,baseline,26,12, portrayed
Elias,inferred,2,baseline,26,13, characterized
Elias,inferred,2,baseline,26,14, diligent
Elias,inferred,2,baseline,26,15, someone
Elias,inferred,2,baseline,26,16, hesitant
Elias,inferred,2,baseline,26,17, thoughtful
Elias,inferred,2,baseline,26,18, quiet
Elias,inferred,2,baseline,26,19, frugal
Elias,inferred,2,baseline,26,20, stubborn
Elias,inferred,2,scene,13,1,"\""."
Elias,inferred,2,scene,13,2,".\"""
Elias,inferred,2,scene,13,3,...\
Elias,inferred,2,scene,13,4,\...
Elias,inferred,2,scene,13,5,"..."","
Elias,inferred,2,scene,13,6,"..."""
Elias,inferred,2,scene,13,7,}...
Elias,inferred,2,scene,13,8, \...
Elias,inferred,2,scene,13,9,}.
Elias,inferred,2,scene,13,10,</h1>
Elias,inferred,2,scene,13,11,"...',"
Elias,inferred,2,scene,13,12,...'
Elias,inferred,2,scene,13,13,...</
Elias,inferred,2,scene,13,14,</strong>
Elias,inferred,2,scene,13,15,"..."";"
Elias,inferred,2,scene,13,16,.}
Elias,inferred,2,scene,13,17,"...."""
Elias,inferred,2,scene,13,18,.**
Elias,inferred,2,scene,13,19,...
Elias,inferred,2,scene,13,20,!...
Elias,inferred,2,scene,14,1,</h1>
Elias,inferred,2,scene,14,2,...</
Elias,inferred,2,scene,14,3,...\
Elias,inferred,2,scene,14,4,</strong>
Elias,inferred,2,scene,14,5, \...
Elias,inferred,2,scene,14,6,\...
Elias,inferred,2,scene,14,7,}...
Elias,inferred,2,scene,14,8,"\""."
Elias,inferred,2,scene,14,9,"...',"
Elias,inferred,2,scene,14,10,".\"""
Elias,inferred,2,scene,14,11,...'
Elias,inferred,2,scene,14,12,</h2>
Elias,inferred,2,scene,14,13,.}\
Elias,inferred,2,scene,14,14,:...
Elias,inferred,2,scene,14,15,"..."","
Elias,inferred,2,scene,14,16,}.
Elias,inferred,2,scene,14,17,"..."""
Elias,inferred,2,scene,14,18,.}
Elias,inferred,2,scene,14,19,?}
Elias,inferred,2,scene,14,20,}\
Elias,inferred,2,scene,15,1,</h1>
Elias,inferred,2,scene,15,2,...\
Elias,inferred,2,scene,15,3,"\""."
Elias,inferred,2,scene,15,4,...</
Elias,inferred,2,scene,15,5,}.
Elias,inferred,2,scene,15,6, \...
Elias,inferred,2,scene,15,7,}...
Elias,inferred,2,scene,15,8,...?
Elias,inferred,2,scene,15,9,\...
Elias,inferred,2,scene,15,10,...
Elias,inferred,2,scene,15,11,".\"""
Elias,inferred,2,scene,15,12,"..."""
Elias,inferred,2,scene,15,13, [...]
Elias,inferred,2,scene,15,14,.....
Elias,inferred,2,scene,15,15, ...
Elias,inferred,2,scene,15,16,:...
Elias,inferred,2,scene,15,17,...'
Elias,inferred,2,scene,15,18,....
Elias,inferred,2,scene,15,19,!...
Elias,inferred,2,scene,15,20,.}
Elias,inferred,2,scene,16,1,...\
Elias,inferred,2,scene,16,2,...?
Elias,inferred,2,scene,16,3,...
Elias,inferred,2,scene,16,4,:...
Elias,inferred,2,scene,16,5,\...
Elias,inferred,2,scene,16,6,}...
Elias,inferred,2,scene,16,7,.....
Elias,inferred,2,scene,16,8, \...
Elias,inferred,2,scene,16,9,....
Elias,inferred,2,scene,16,10,"\""."
Elias,inferred,2,scene,16,11,...).
Elias,inferred,2,scene,16,12,}.
Elias,inferred,2,scene,16,13,!...
Elias,inferred,2,scene,16,14,"..."""
Elias,inferred,2,scene,16,15,?}
Elias,inferred,2,scene,16,16,...</
Elias,inferred,2,scene,16,17, [...]
Elias,inferred,2,scene,16,18,"..."","
Elias,inferred,2,scene,16,19, ...
Elias,inferred,2,scene,16,20,?\
Elias,inferred,2,scene,17,1, because
Elias,inferred,2,scene,17,2,...
Elias,inferred,2,scene,17,3,!...
Elias,inferred,2,scene,17,4, ...
Elias,inferred,2,scene,17,5, believed
Elias,inferred,2,scene,17,6, likely
Elias,inferred,2,scene,17,7,...\
Elias,inferred,2,scene,17,8, [...]
Elias,inferred,2,scene,17,9, _____
Elias,inferred,2,scene,17,10,...?
Elias,inferred,2,scene,17,11, ____________
Elias,inferred,2,scene,17,12,....
Elias,inferred,2,scene,17,13, jokes
Elias,inferred,2,scene,17,14,:...
Elias,inferred,2,scene,17,15, indeed
Elias,inferred,2,scene,17,16,.....
Elias,inferred,2,scene,17,17, probably
Elias,inferred,2,scene,17,18, ....
Elias,inferred,2,scene,17,19, joke
Elias,inferred,2,scene,17,20, fictional
Elias,inferred,2,scene,18,1, likely
Elias,inferred,2,scene,18,2, because
Elias,inferred,2,scene,18,3, probably
Elias,inferred,2,scene,18,4, believed
Elias,inferred,2,scene,18,5, fictional
Elias,inferred,2,scene,18,6, jokes
Elias,inferred,2,scene,18,7, funny
Elias,inferred,2,scene,18,8, believable
Elias,inferred,2,scene,18,9, joke
Elias,inferred,2,scene,18,10, fake
Elias,inferred,2,scene,18,11, famous
Elias,inferred,2,scene,18,12, depicted
Elias,inferred,2,scene,18,13, indeed
Elias,inferred,2,scene,18,14, sarcasm
Elias,inferred,2,scene,18,15, imaginary
Elias,inferred,2,scene,18,16, comedian
Elias,inferred,2,scene,18,17, humorous
Elias,inferred,2,scene,18,18, happiness
Elias,inferred,2,scene,18,19, hypothetical
Elias,inferred,2,scene,18,20, described
Elias,inferred,2,scene,19,1, likely
Elias,inferred,2,scene,19,2, probably
Elias,inferred,2,scene,19,3, his
Elias,inferred,2,scene,19,4, someone
Elias,inferred,2,scene,19,5, described
Elias,inferred,2,scene,19,6, believed
Elias,inferred,2,scene,19,7, himself
Elias,inferred,2,scene,19,8, portrayed
Elias,inferred,2,scene,19,9, believable
Elias,inferred,2,scene,19,10, depicted
Elias,inferred,2,scene,19,11, fictional
Elias,inferred,2,scene,19,12, because
Elias,inferred,2,scene,19,13, hypothetical
Elias,inferred,2,scene,19,14, located
Elias,inferred,2,scene,19,15, talented
Elias,inferred,2,scene,19,16, possible
Elias,inferred,2,scene,19,17, imaginary
Elias,inferred,2,scene,19,18, intelligent
Elias,inferred,2,scene,19,19, probable
Elias,inferred,2,scene,19,20, unlikely
Elias,inferred,2,scene,20,1, likely
Elias,inferred,2,scene,20,2, probably
Elias,inferred,2,scene,20,3, someone
Elias,inferred,2,scene,20,4, hardworking
Elias,inferred,2,scene,20,5, described
Elias,inferred,2,scene,20,6, talented
Elias,inferred,2,scene,20,7, portrayed
Elias,inferred,2,scene,20,8, somebody
Elias,inferred,2,scene,20,9, believable
Elias,inferred,2,scene,20,10, trustworthy
Elias,inferred,2,scene,20,11, knowledgeable
Elias,inferred,2,scene,20,12, humble
Elias,inferred,2,scene,20,13, depicted
Elias,inferred,2,scene,20,14, __
Elias,inferred,2,scene,20,15, fictional
Elias,inferred,2,scene,20,16, ____
Elias,inferred,2,scene,20,17, unlikely
Elias,inferred,2,scene,20,18, businessman
Elias,inferred,2,scene,20,19, storyteller
Elias,inferred,2,scene,20,20, tasked
Elias,inferred,2,scene,21,1, probably
Elias,inferred,2,scene,21,2, someone
Elias,inferred,2,scene,21,3, likely
Elias,inferred,2,scene,21,4, somebody
Elias,inferred,2,scene,21,5, hardworking
Elias,inferred,2,scene,21,6, ____
Elias,inferred,2,scene,21,7, presumably
Elias,inferred,2,scene,21,8, Likely
Elias,inferred,2,scene,21,9, an
Elias,inferred,2,scene,21,10, __
Elias,inferred,2,scene,21,11, a
Elias,inferred,2,scene,21,12, _____
Elias,inferred,2,scene,21,13, typically
Elias,inferred,2,scene,21,14, possibly
Elias,inferred,2,scene,21,15, whoever
Elias,inferred,2,scene,21,16, trustworthy
Elias,inferred,2,scene,21,17, ______
Elias,inferred,2,scene,21,18, believable
Elias,inferred,2,scene,21,19, knowledgeable
Elias,inferred,2,scene,21,20, probable
Elias,inferred,2,scene,22,1, likely
Elias,inferred,2,scene,22,2, probably
Elias,inferred,2,scene,22,3, someone
Elias,inferred,2,scene,22,4, hardworking
Elias,inferred,2,scene,22,5, presumably
Elias,inferred,2,scene,22,6, Likely
Elias,inferred,2,scene,22,7, unlikely
Elias,inferred,2,scene,22,8,likely
Elias,inferred,2,scene,22,9, probable
Elias,inferred,2,scene,22,10, tasked
Elias,inferred,2,scene,22,11, described
Elias,inferred,2,scene,22,12, possibly
Elias,inferred,2,scene,22,13,probably
Elias,inferred,2,scene,22,14, undoubtedly
Elias,inferred,2,scene,22,15, typically
Elias,inferred,2,scene,22,16, knowledgeable
Elias,inferred,2,scene,22,17, evidently
Elias,inferred,2,scene,22,18, somebody
Elias,inferred,2,scene,22,19, Probably
Elias,inferred,2,scene,22,20, provavelmente
Elias,inferred,2,scene,23,1, likely
Elias,inferred,2,scene,23,2, probably
Elias,inferred,2,scene,23,3, described
Elias,inferred,2,scene,23,4, hardworking
Elias,inferred,2,scene,23,5, Likely
Elias,inferred,2,scene,23,6, someone
Elias,inferred,2,scene,23,7, unlikely
Elias,inferred,2,scene,23,8,likely
Elias,inferred,2,scene,23,9, probable
Elias,inferred,2,scene,23,10, presumably
Elias,inferred,2,scene,23,11, portrayed
Elias,inferred,2,scene,23,12, trustworthy
Elias,inferred,2,scene,23,13, believable
Elias,inferred,2,scene,23,14, knowledgeable
Elias,inferred,2,scene,23,15, undoubtedly
Elias,inferred,2,scene,23,16, depicted
Elias,inferred,2,scene,23,17, Probably
Elias,inferred,2,scene,23,18,probably
Elias,inferred,2,scene,23,19, considered
Elias,inferred,2,scene,23,20, characterized
Elias,inferred,2,scene,24,1, likely
Elias,inferred,2,scene,24,2, probably
Elias,inferred,2,scene,24,3, described
Elias,inferred,2,scene,24,4,likely
Elias,inferred,2,scene,24,5, unlikely
Elias,inferred,2,scene,24,6, Likely
Elias,inferred,2,scene,24,7, hardworking
Elias,inferred,2,scene,24,8, probable
Elias,inferred,2,scene,24,9, someone
Elias,inferred,2,scene,24,10, presumably
Elias,inferred,2,scene,24,11, portrayed
Elias,inferred,2,scene,24,12, trustworthy
Elias,inferred,2,scene,24,13,probably
Elias,inferred,2,scene,24,14, a
Elias,inferred,2,scene,24,15, believable
Elias,inferred,2,scene,24,16, depicted
Elias,inferred,2,scene,24,17, undoubtedly
Elias,inferred,2,scene,24,18, Probably
Elias,inferred,2,scene,24,19, plausible
Elias,inferred,2,scene,24,20, characterized
Elias,inferred,2,scene,25,1, likely
Elias,inferred,2,scene,25,2, probably
Elias,inferred,2,scene,25,3, described
Elias,inferred,2,scene,25,4, most
Elias,inferred,2,scene,25,5,likely
Elias,inferred,2,scene,25,6, Likely
Elias,inferred,2,scene,25,7, probable
Elias,inferred,2,scene,25,8, unlikely
Elias,inferred,2,scene,25,9, hardworking
Elias,inferred,2,scene,25,10, presumably
Elias,inferred,2,scene,25,11, portrayed
Elias,inferred,2,scene,25,12,probably
Elias,inferred,2,scene,25,13, someone
Elias,inferred,2,scene,25,14, depicted
Elias,inferred,2,scene,25,15, Probably
Elias,inferred,2,scene,25,16, undoubtedly
Elias,inferred,2,scene,25,17, a
Elias,inferred,2,scene,25,18, trustworthy
Elias,inferred,2,scene,25,19, knowledgeable
Elias,inferred,2,scene,25,20, believable
Elias,inferred,2,scene,26,1, likely
Elias,inferred,2,scene,26,2, probably
Elias,inferred,2,scene,26,3, most
Elias,inferred,2,scene,26,4,likely
Elias,inferred,2,scene,26,5, Likely
Elias,inferred,2,scene,26,6, described
Elias,inferred,2,scene,26,7, probable
Elias,inferred,2,scene,26,8, unlikely
Elias,inferred,2,scene,26,9, presumably
Elias,inferred,2,scene,26,10, hardworking
Elias,inferred,2,scene,26,11, undoubtedly
Elias,inferred,2,scene,26,12,probably
Elias,inferred,2,scene,26,13, Probably
Elias,inferred,2,scene,26,14, trustworthy
Elias,inferred,2,scene,26,15, portrayed
Elias,inferred,2,scene,26,16, knowledgeable
Elias,inferred,2,scene,26,17, definitely
Elias,inferred,2,scene,26,18, known
Elias,inferred,2,scene,26,19, a
Elias,inferred,2,scene,26,20, possibly
Elias,inferred,2,control,13,1,"\""."
Elias,inferred,2,control,13,2,".\"""
Elias,inferred,2,control,13,3,"..."","
Elias,inferred,2,control,13,4,...\
Elias,inferred,2,control,13,5,"..."""
Elias,inferred,2,control,13,6,"...',"
Elias,inferred,2,control,13,7,\...
Elias,inferred,2,control,13,8,...'
Elias,inferred,2,control,13,9,...</
Elias,inferred,2,control,13,10,}...
Elias,inferred,2,control,13,11, \...
Elias,inferred,2,control,13,12,...
Elias,inferred,2,control,13,13,"...."""
Elias,inferred,2,control,13,14,...).
Elias,inferred,2,control,13,15,!...
Elias,inferred,2,control,13,16,"..."";"
Elias,inferred,2,control,13,17,...”
Elias,inferred,2,control,13,18, [...]
Elias,inferred,2,control,13,19,}.
Elias,inferred,2,control,13,20,.**
Elias,inferred,2,control,14,1,...\
Elias,inferred,2,control,14,2,"\""."
Elias,inferred,2,control,14,3,"..."","
Elias,inferred,2,control,14,4,...</
Elias,inferred,2,control,14,5,"...',"
Elias,inferred,2,control,14,6,".\"""
Elias,inferred,2,control,14,7,...'
Elias,inferred,2,control,14,8,\...
Elias,inferred,2,control,14,9,"..."""
Elias,inferred,2,control,14,10,}...
Elias,inferred,2,control,14,11,...
Elias,inferred,2,control,14,12, [...]
Elias,inferred,2,control,14,13, \...
Elias,inferred,2,control,14,14,.....
Elias,inferred,2,control,14,15,:...
Elias,inferred,2,control,14,16,"...."""
Elias,inferred,2,control,14,17,...).
Elias,inferred,2,control,14,18,}.
Elias,inferred,2,control,14,19,!...
Elias,inferred,2,control,14,20,"..."";"
Elias,inferred,2,control,15,1,"\""."
Elias,inferred,2,control,15,2,".\"""
Elias,inferred,2,control,15,3,...\
Elias,inferred,2,control,15,4,...
Elias,inferred,2,control,15,5,}.
Elias,inferred,2,control,15,6,....
Elias,inferred,2,control,15,7,.....
Elias,inferred,2,control,15,8,...).
Elias,inferred,2,control,15,9,\...
Elias,inferred,2,control,15,10,"..."","
Elias,inferred,2,control,15,11,!...
Elias,inferred,2,control,15,12,...</
Elias,inferred,2,control,15,13,"..."""
Elias,inferred,2,control,15,14,",..."
Elias,inferred,2,control,15,15,}...
Elias,inferred,2,control,15,16,...?
Elias,inferred,2,control,15,17,"...."""
Elias,inferred,2,control,15,18,...'
Elias,inferred,2,control,15,19,.**
